date,estimate,lo,up
2019-05-18,0.4144,0.4144,0.4144
2019-05-19,0.41401235216197685,0.41134667044341217,0.4160494303686925
2019-05-20,0.41382849200045657,0.40845190548779203,0.4169310326020912
2019-05-21,0.41411089331932366,0.4077554218190592,0.419835107297434
2019-05-22,0.4145340624971082,0.40890000464794535,0.42067945817772295
2019-05-23,0.4149009945356462,0.4091333297157204,0.420942559502975
2019-05-24,0.4149681671453454,0.40646791077331823,0.4220903773951984
2019-05-25,0.4146907529414651,0.4035162607772613,0.42039963771215544
2019-05-26,0.4148302032820099,0.40599814067971784,0.421143366135176
2019-05-27,0.4150649478049445,0.4044721180969536,0.42352228030860617
2019-05-28,0.41542897655536515,0.405413482544479,0.4252781310119795
2019-05-29,0.41607892540748564,0.40870789142131186,0.42513983161135405
2019-05-30,0.41635497928704823,0.4072435887532293,0.42512676098763846
2019-05-31,0.4168781674212689,0.4099134773138471,0.4272209222269431
2019-06-01,0.4175890041561048,0.4090210890971399,0.4288016146177531
2019-06-02,0.4178219056436396,0.40818107298248313,0.42977083227969437
2019-06-03,0.4183466692651749,0.40930472606658524,0.42958187545104237
2019-06-04,0.41822817913559235,0.4069713242331972,0.42901878783838704
2019-06-05,0.4179912307953525,0.4063967167642703,0.4265159242998859
2019-06-06,0.41831228799623915,0.4096010965315451,0.429584690999931
2019-06-07,0.4185464574638741,0.40990265785260954,0.42757791411785256
2019-06-08,0.41840927919390486,0.4088513525047753,0.4265917083628988
2019-06-09,0.4181673083948542,0.40971370591416667,0.4278231449124612
2019-06-10,0.41844903993628674,0.4107550161016677,0.43113130004675104
2019-06-11,0.4184094086909647,0.41040592304974277,0.4315924994185191
2019-06-12,0.41879857151611494,0.40969270762016613,0.4289780512386924
2019-06-13,0.41914060797088726,0.41030378133912526,0.43026906130149317
2019-06-14,0.4193785308148102,0.41172186814020684,0.43343570080485677
2019-06-15,0.4193664674105281,0.40991325813110363,0.43170574229681175
2019-06-16,0.41905585639579385,0.4084032332152166,0.4330730049332116
2019-06-17,0.41876255411296087,0.40751885554234313,0.4317217303240074
2019-06-18,0.4180877737302917,0.4059628966540424,0.43385474350710207
2019-06-19,0.41803073648498246,0.40370166297624344,0.4371550231287607
2019-06-20,0.4175630482098978,0.40396457713368783,0.43803246864529943
2019-06-21,0.41751954516376505,0.402392892187314,0.4370998037710296
2019-06-22,0.4177512620798901,0.40250859870137345,0.43993980255059173
2019-06-23,0.4179778395606071,0.4048276091922376,0.43745757319606016
2019-06-24,0.4181390138559588,0.4036208835062274,0.44043867338581577
2019-06-25,0.41809046616813883,0.40483862001090287,0.4403212271920496
2019-06-26,0.41793471505400187,0.40470158722187255,0.4383354138530345
2019-06-27,0.41773166496227265,0.40417843101317596,0.43905016995898416
2019-06-28,0.41806672573559495,0.4043665377840402,0.4430080733057999
2019-06-29,0.41783939386861174,0.4051033928303422,0.4423205705581904
2019-06-30,0.41806634298980494,0.4037528704863235,0.4398605918724308
2019-07-01,0.4177777411601138,0.4054853839710659,0.4392740662989938
2019-07-02,0.41827091737879335,0.4069578801430341,0.442477106923628
2019-07-03,0.41849690907796505,0.40541368483692986,0.4411631810048922
2019-07-04,0.41874241493313524,0.4057860756445766,0.44026602820855176
2019-07-05,0.41884025926800783,0.40495014368324683,0.441618556484573
2019-07-06,0.4196892598634925,0.4067115324579831,0.4402772971476951
2019-07-07,0.4201094008548973,0.4071853507546623,0.4436729689550792
2019-07-08,0.4203592150718229,0.40790135953646883,0.4434825793375949
2019-07-09,0.4204632005538752,0.40545207944149353,0.44515348172057007
2019-07-10,0.42033750080782417,0.40633614201422585,0.4440199830369676
2019-07-11,0.41998721374134296,0.4057739046125769,0.4407699053814075
2019-07-12,0.42013539865420196,0.4063719054945833,0.4411137081666499
2019-07-13,0.420365066234535,0.40674827203101,0.442038034335738
2019-07-14,0.42041704715294986,0.40615869514251995,0.4433000502264874
2019-07-15,0.420289362031648,0.4087585680570013,0.44124249373383884
2019-07-16,0.42049246902420345,0.406462068153342,0.44115708511303914
2019-07-17,0.42018646392892584,0.40453247433415823,0.4386096040326216
2019-07-18,0.4201935696252212,0.403268186023119,0.4387127228017408
2019-07-19,0.42058487657237115,0.4070598496450332,0.4401485916883715
2019-07-20,0.42027749206111276,0.40503408888735526,0.4369466826722883
2019-07-21,0.4202568757177974,0.4066135799812988,0.43614929355374066
2019-07-22,0.4202301494588764,0.4056052457975199,0.435066554162431
2019-07-23,0.42011070663667577,0.4064177802962564,0.43480108764614345
2019-07-24,0.4199671480452404,0.40594819706774155,0.43559022429123584
2019-07-25,0.420209933661768,0.4028781116802912,0.4353935953841096
2019-07-26,0.4205653984495479,0.40751381515800505,0.4343385365479987
2019-07-27,0.42049835986459133,0.4067801583102598,0.43587820015189627
2019-07-28,0.4201653678913064,0.40641769048717086,0.4347710348475603
2019-07-29,0.4197102607554328,0.4048847092431824,0.4338410305835883
2019-07-30,0.41974819136478386,0.40501009246938424,0.4332256794598274
2019-07-31,0.4192931836002458,0.4054384519031642,0.4321857363941355
2019-08-01,0.41907379676572376,0.40656190684660026,0.43211933274173003
2019-08-02,0.4186218452481385,0.40484900825453574,0.4348678091337116
2019-08-03,0.41790922313290296,0.4048407646515381,0.4365075356101295
2019-08-04,0.4175979660990753,0.4058829753497829,0.4351925063296914
2019-08-05,0.4171805050090895,0.4061505256792318,0.43594593920143987
2019-08-06,0.41679153238304867,0.40422545510832797,0.43421102902515807
2019-08-07,0.4164902485758263,0.4037763408301361,0.430905037085549
2019-08-08,0.4162089096500372,0.4036385029387379,0.4323599827233663
2019-08-09,0.41582909087361647,0.4023884703544989,0.4317370214190453
2019-08-10,0.4156587897861578,0.4029507125848568,0.4304153534190174
2019-08-11,0.4158101140241193,0.4024004262048709,0.4307594852856445
2019-08-12,0.4155576938452646,0.3994382269465286,0.4340850038769351
2019-08-13,0.41552987988594187,0.4004326925225404,0.4317764298542103
2019-08-14,0.41546382261893783,0.4004279348554418,0.42875337509253186
2019-08-15,0.41510504996626835,0.40133426510496745,0.4276778871116644
2019-08-16,0.41516257809349755,0.40110942179018466,0.4285959893571819
2019-08-17,0.4150249764691057,0.39924020163105634,0.42756354179340306
2019-08-18,0.41429869452140605,0.3980658323302088,0.4282087459379187
2019-08-19,0.41383676914269274,0.3960110895615726,0.4283299071999198
2019-08-20,0.413460928465582,0.3953081894427912,0.4282493898988929
2019-08-21,0.41296755130887436,0.3943077782378412,0.42634555806384605
2019-08-22,0.41328429362803853,0.39412383375771026,0.4254848973911553
2019-08-23,0.41294314330882625,0.3930644003997349,0.42438781681926724
2019-08-24,0.41284847941190744,0.39140060636249424,0.42550130722062646
2019-08-25,0.4126313888167159,0.394190119016303,0.42455184468936474
2019-08-26,0.4120347099173828,0.3933942254526496,0.423447914889312
2019-08-27,0.4121072249592154,0.3911506463507913,0.4224867403507284
2019-08-28,0.41246333536540586,0.3902417038329323,0.4244552772436617
2019-08-29,0.4125931405920765,0.3932237396915231,0.4251017713827743
2019-08-30,0.41280743417618004,0.3942686118147798,0.4278497429730464
2019-08-31,0.41239566786237297,0.3940295416307214,0.42726481739234956
2019-09-01,0.41214831124150064,0.394545785925583,0.4255517304701366
2019-09-02,0.4122597021548674,0.39631324703885873,0.42378101823551767
2019-09-03,0.4121403423916178,0.3963458152168109,0.42480128271489365
2019-09-04,0.4121206987659949,0.3937626993673154,0.4254684593108298
2019-09-05,0.41231817104633117,0.3968483550356133,0.42454570735616676
2019-09-06,0.41211595885908303,0.3965742686371782,0.422715482686069
2019-09-07,0.4123347317806799,0.3944944238052953,0.4239883031836156
2019-09-08,0.41161095933199576,0.39374256401901225,0.42322589166431146
2019-09-09,0.4115455012755827,0.3930739808748344,0.4231293703047416
2019-09-10,0.41159099045910014,0.3937245690125802,0.4231517472482207
2019-09-11,0.4119028027391684,0.39161083126891033,0.4232255526211836
2019-09-12,0.41189095351684757,0.39255242284083325,0.42436709109768295
2019-09-13,0.4118069497526941,0.3916754853348247,0.4248563234852376
2019-09-14,0.41187552447337056,0.39127934395426484,0.4253003900998898
2019-09-15,0.41159462977041344,0.3909498090378928,0.4247920529221589
2019-09-16,0.41188163509132947,0.3916301298587349,0.4259316927900566
2019-09-17,0.4119513962859535,0.391155066893363,0.4261434361463463
2019-09-18,0.4121486490186992,0.3904997754816392,0.42668327210158996
2019-09-19,0.4123042849017609,0.3892991114860726,0.42703266477515606
2019-09-20,0.41181934885265953,0.3911032271010427,0.42699486324884955
2019-09-21,0.41198483047591716,0.3942313868876115,0.4277036612786046
2019-09-22,0.4116895578860363,0.396045594492087,0.42756841067345813
2019-09-23,0.4120563068492688,0.39704750995121396,0.4279350079153211
2019-09-24,0.4119266867454509,0.3938910511774748,0.4269366468023884
2019-09-25,0.4120931322439828,0.39520175675462943,0.42702083588643547
2019-09-26,0.41222059283272583,0.39759448605204284,0.426610086253615
2019-09-27,0.41226297146950425,0.3989650859742855,0.42690574197979375
2019-09-28,0.4121655669233609,0.4006034624634044,0.42597831662591695
2019-09-29,0.4120414743136459,0.3999157319850947,0.4257578017351369
2019-09-30,0.41174862091225933,0.39912220786246233,0.4268985318059227
2019-10-01,0.41170527882264224,0.3979033623958899,0.42711555848891775
2019-10-02,0.41135305521553134,0.39840798897116003,0.4256690910459702
2019-10-03,0.4111281115410182,0.39796436222564047,0.4263382536618861
2019-10-04,0.41129270645550714,0.39892294937299416,0.4272316559181634
2019-10-05,0.4114800181984619,0.3990231948721086,0.42624245430246366
2019-10-06,0.41127640388291997,0.39880193369767164,0.42639953057930524
2019-10-07,0.4113670853833787,0.3980000510935254,0.4235377530954937
2019-10-08,0.41143119743212175,0.39724994660477153,0.4257447734775728
2019-10-09,0.4115360994116333,0.3985152339367681,0.4266697427029432
2019-10-10,0.4119707562454864,0.39927151183702786,0.4266156660503149
2019-10-11,0.411765557362333,0.39799058582223523,0.42704949079311216
2019-10-12,0.41152850814601927,0.39638943822450556,0.42484031833151903
2019-10-13,0.411840862658889,0.3970525766096705,0.4250445367012782
2019-10-14,0.4122073524295571,0.3983858929223205,0.424336843582103
2019-10-15,0.4120487237656408,0.39837032125700017,0.42590999641160093
2019-10-16,0.4117412559480227,0.39793494700630166,0.42615740634964927
2019-10-17,0.41130497714507713,0.3974173549516008,0.42493888756370213
2019-10-18,0.4114182885842818,0.3964693549408117,0.4249727365934335
2019-10-19,0.41141186403842966,0.3979271246801828,0.42527717525778114
2019-10-20,0.41089595669979645,0.3965125730183681,0.422851796269489
2019-10-21,0.41018006583625266,0.39578200964534227,0.42260270843944403
2019-10-22,0.41002205769195454,0.3971549724907717,0.4240211976693435
2019-10-23,0.4099454290693541,0.39738058128694853,0.42595764863211383
2019-10-24,0.4095495195878523,0.39433581311374905,0.4249879578118537
2019-10-25,0.4094395623640285,0.3938317076755419,0.4278159760811016
2019-10-26,0.4090105161580887,0.3933483720739026,0.4260943609723365
2019-10-27,0.4089678615003819,0.39389829969142154,0.4271121640731568
2019-10-28,0.40896213278451005,0.3937503203431178,0.42744756532742056
2019-10-29,0.4086338077724465,0.39606202937524404,0.4259269685673922
2019-10-30,0.40836463716325977,0.3964016162510318,0.4270230815152566
2019-10-31,0.4081885992220169,0.3958943224227252,0.4263519342884038
2019-11-01,0.4080430406715606,0.39592546264343714,0.42808984559384455
2019-11-02,0.40790765685329605,0.39210178962827946,0.42733102100364867
2019-11-03,0.4075842911154614,0.39166742605816207,0.42631835571225957
2019-11-04,0.40760674485972337,0.3943157801165299,0.42497765410081806
2019-11-05,0.4077059258731779,0.3935350532015843,0.4266328225383679
2019-11-06,0.40731443862724653,0.39159403720498,0.42641518222833363
2019-11-07,0.407161791401478,0.39064138991234626,0.4279775408164812
2019-11-08,0.40715483609904274,0.3891380979752704,0.4258708101995716
2019-11-09,0.40713828720860396,0.38830428637686104,0.42704838016808944
2019-11-10,0.40728154847404113,0.3898426331008661,0.428609538016393
2019-11-11,0.40707156210841644,0.38972755544394594,0.4244443502560328
2019-11-12,0.4069883498806689,0.3898509493790964,0.4244954931385587
2019-11-13,0.4071096864807526,0.390480848138495,0.42479720256494263
2019-11-14,0.4073763361273632,0.38964659701492943,0.42559972358227066
2019-11-15,0.40778831087082773,0.3912182066488604,0.42521691687650603
2019-11-16,0.40753323601408137,0.39180543387094535,0.42369967280877796
2019-11-17,0.40750467091286324,0.39147067572182337,0.42531562567964654
2019-11-18,0.4073420402397035,0.38992271090249125,0.42651626568838974
2019-11-19,0.40678406172222503,0.39150075359748765,0.42529668296637074
2019-11-20,0.4068883162011864,0.3892351082100318,0.42818832786603916
2019-11-21,0.4067748629730817,0.3891722725975956,0.42454412964255217
2019-11-22,0.40657245816886506,0.3884612343690186,0.42707286916926007
2019-11-23,0.40657666043108215,0.3881089188590645,0.4261494995964015
2019-11-24,0.4063269397410093,0.38760400562235964,0.4231140161709574
2019-11-25,0.4063098472696749,0.38729417586420023,0.4222681369478239
2019-11-26,0.40594141694501934,0.39032467524801207,0.42127549652452434
2019-11-27,0.40597214546675864,0.38974659021645175,0.4226692884349845
2019-11-28,0.40591313319645533,0.3906435804826331,0.42229338210257117
2019-11-29,0.4056050954081296,0.39095618083165173,0.42296056800718806
2019-11-30,0.40518755402643697,0.390255882350257,0.42213640349358256
2019-12-01,0.40548760329748945,0.38946866179268214,0.4199517772140383
2019-12-02,0.4051685426932764,0.38719899912440714,0.4193804379650837
2019-12-03,0.404788761675897,0.38876994121765274,0.41885314783352773
2019-12-04,0.40453975107935825,0.3895758940318193,0.41996098156838063
2019-12-05,0.4044969652474717,0.3891574493224847,0.42113596368978456
2019-12-06,0.4043685262051776,0.388467842173587,0.418942656382984
2019-12-07,0.4043892933047523,0.38896483868220316,0.4197694520660494
2019-12-08,0.40401257260857687,0.3869596408254319,0.41628476262484687
2019-12-09,0.40352024466022995,0.385237805564263,0.41652484169068277
2019-12-10,0.4034429997143372,0.3880751567338603,0.41669913360570077
2019-12-11,0.4032864688276569,0.3863445995931763,0.41721962332768686
2019-12-12,0.40307613058354413,0.3863419982416139,0.4161881521505096
2019-12-13,0.40281434720811904,0.3870021591925277,0.4177495424573679
2019-12-14,0.40224597969375153,0.3866251851071851,0.41764439706751044
2019-12-15,0.4017453883707443,0.38443523501700616,0.4160498273846956
2019-12-16,0.4019090021735745,0.38588873773339794,0.4154165576200356
2019-12-17,0.40145253820618454,0.38569233076092163,0.41488467551771074
2019-12-18,0.4009190241301287,0.38598864232111074,0.4145655775907001
2019-12-19,0.400970825388423,0.3850652440187031,0.4146956862795318
2019-12-20,0.40053325779615745,0.3842185023201662,0.4172729919706136
2019-12-21,0.40023030811974114,0.3801649352837787,0.4180860942934718
2019-12-22,0.39977957446204754,0.3821407670330863,0.4171931880847134
2019-12-23,0.39933894846180995,0.3814556786520963,0.41658534251231855
2019-12-24,0.39941131716397776,0.3832704066576014,0.4136559225595159
2019-12-25,0.3990532587890059,0.38209718775106777,0.4124660724495187
2019-12-26,0.3991072489912911,0.3807273335172787,0.41195767282750395
2019-12-27,0.39871212114692306,0.3799169538221189,0.4118036529794706
2019-12-28,0.39798010994747873,0.3780762761942101,0.4164338039384354
2019-12-29,0.3978650272827613,0.3779608537938042,0.41639952223856525
2019-12-30,0.3977946886626215,0.3778447385737064,0.41677139211591063
2019-12-31,0.39755433270567436,0.3789359922766565,0.4152641258655546
2020-01-01,0.3967779641379042,0.3753828736725532,0.4145850295701525
2020-01-02,0.3966807270152184,0.376161231894764,0.41643662793681857
2020-01-03,0.396094461139466,0.3771107468904323,0.416851204444355
2020-01-04,0.39574157892996514,0.3774083658618471,0.4165470677746705
2020-01-05,0.395495972101403,0.3782535756919147,0.4185412305174023
2020-01-06,0.3949249022460864,0.37855349123329174,0.4187569773309486
2020-01-07,0.39503097168304313,0.3791746734265007,0.4192967435318412
2020-01-08,0.39452410148895384,0.3789674418393554,0.41992556660465274
2020-01-09,0.39426122154447335,0.37885528113279293,0.4180503475968375
2020-01-10,0.39390424562911064,0.37983024582010183,0.41322369316558627
2020-01-11,0.39379799922790987,0.37867435537259947,0.4133656754558991
2020-01-12,0.3937103269971572,0.37867702248687607,0.4121097946125381
2020-01-13,0.39354672261507917,0.3795254456333783,0.4115416947758904
2020-01-14,0.3933591129464495,0.3779601632797828,0.41300456698974786
2020-01-15,0.3925202259189289,0.37445330743926336,0.41248405800124677
2020-01-16,0.3926436519877118,0.37339792478684825,0.4128719951317921
2020-01-17,0.3922625216844103,0.36917081339710167,0.4146018609127936
2020-01-18,0.3924003739331214,0.368907933220582,0.41342057250431663
2020-01-19,0.3925046508239324,0.3687478542837535,0.4126455554887046
2020-01-20,0.3925641476483617,0.3664707672221712,0.41516695593987446
2020-01-21,0.39246006509809994,0.36600533003426095,0.4155277484217506
2020-01-22,0.3924324306354447,0.3636157269173572,0.41430113381957534
2020-01-23,0.3922945553971184,0.36976055645300304,0.41532596462975646
2020-01-24,0.39213096443029183,0.37267061722376404,0.41337023612310403
2020-01-25,0.39203359582148234,0.37231182456121453,0.41367906152993633
2020-01-26,0.39229180921392975,0.37371632623372036,0.4126766537947766
2020-01-27,0.39254464835160535,0.37318254407518403,0.4149674084498745
2020-01-28,0.39268620095949985,0.3745482218252248,0.41472290054429833
